Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/13030/m5m69b85,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0049,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,منظر عام,A Landscape Photograph,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph features a landscape view.|~|(صورة غير ملونة، يظهر فيها منظر عام. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1755.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/23667_ca_object_representations_media_164401_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/69092_ca_object_representations_media_164401_original.jpg,https://palarchive.org/index.php/Detail/objects/184453/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:57,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph features a landscape view.",(صورة غير ملونة، يظهر فيها منظر عام. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5m69b85/manifest
ark:/13030/m53c3r61,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0050,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,مجموعة أطفال من عائلة السيدة لميس أبو نحلة,A Photograph of Children from Lamis abu Nahleh's Family,A black-and-white photograph of children from Lamis abu Nahleh's family. |~|(صورة غير ملونة، يظهر فيها مجموعة أطفال من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1751.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/72296_ca_object_representations_media_164402_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/22138_ca_object_representations_media_164402_original.jpg,https://palarchive.org/index.php/Detail/objects/184454/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:57,A black-and-white photograph of children from Lamis abu Nahleh's family.,(صورة غير ملونة، يظهر فيها مجموعة أطفال من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm53c3r61/manifest
ark:/13030/m5gf8kh0,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0051,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,امرأتان وطفلة من عائلة السيدة لميس أبو نحلة,A Photograph of Two Women and a Child from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph shows two women and a child from her family. |~|(صورة غير ملونة، تظهر فيها إمرأتين وطفلة من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1751.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/99743_ca_object_representations_media_164403_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/39612_ca_object_representations_media_164403_original.jpg,https://palarchive.org/index.php/Detail/objects/184455/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:57,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph shows two women and a child from her family.",(صورة غير ملونة، تظهر فيها إمرأتين وطفلة من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gf8kh0/manifest
ark:/13030/m55b7thp,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0052,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,منظر عام,A Landscape Photograph,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph features a landscape view.|~|(صورة غير ملونة، يظهر فيها منظر عام. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1788.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/30501_ca_object_representations_media_164404_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/15169_ca_object_representations_media_164404_original.jpg,https://palarchive.org/index.php/Detail/objects/184456/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:58,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph features a landscape view.",(صورة غير ملونة، يظهر فيها منظر عام. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55b7thp/manifest
ark:/13030/m51k72sb,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0053,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,امرأتان من عائلة السيدة لميس أبو نحلة,A Photograph of Two Women from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph shows two women from her family. |~|(صورة غير ملونة، تظهر فيها إمراتين من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1766.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/72077_ca_object_representations_media_164405_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/29766_ca_object_representations_media_164405_original.jpg,https://palarchive.org/index.php/Detail/objects/184457/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:58,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph shows two women from her family.",(صورة غير ملونة، تظهر فيها إمراتين من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm51k72sb/manifest
ark:/13030/m5wx58qc,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0054,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,طفل من عائلة السيدة لميس أبو نحلة,A Photograph of a Child from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this colour photograph shows a child from her family. |~|(صورة ملونة، يظهر فيها طفل من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,color photographs,ara,still image,,,,,,,image/jpeg,1280.0,926.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/24484_ca_object_representations_media_164406_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/29247_ca_object_representations_media_164406_original.jpg,https://palarchive.org/index.php/Detail/objects/184458/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:58,"Found in the Lamis abu Nahleh Collection, this colour photograph shows a child from her family.",(صورة ملونة، يظهر فيها طفل من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wx58qc/manifest
ark:/13030/m59w86jt,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0055,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,مجموعة اشخاص من عائلة السيدة لميس أبو نحلة,A Photograph of a Group of People from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph shows a group of people from her family. |~|(صورة غير ملونة، يظهر فيها مجموعة من الاشخاص من عائلة السيدة لميس أبو نحلة اثناء الاحتفال. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1715.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/20941_ca_object_representations_media_164407_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/20534_ca_object_representations_media_164407_original.jpg,https://palarchive.org/index.php/Detail/objects/184459/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:58,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph shows a group of people from her family.",(صورة غير ملونة، يظهر فيها مجموعة من الاشخاص من عائلة السيدة لميس أبو نحلة اثناء الاحتفال. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59w86jt/manifest
ark:/13030/m5647frh,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0056,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,مجموعة أشخاص من عائلة السيدة لميس أبو نحلة,A Photograph of a Group of People from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph shows a group of people from her family. |~|(صورة غير ملونة، يظهر فيها مجموعة من الاشخاص من عائلة السيدة لميس أبو نحلة اثناء الاحتفال. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1754.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/70813_ca_object_representations_media_164408_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/85807_ca_object_representations_media_164408_original.jpg,https://palarchive.org/index.php/Detail/objects/184460/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:59,"Found in the Lamis abu Nahleh Collection, this black-and-white photograph shows a group of people from her family.",(صورة غير ملونة، يظهر فيها مجموعة من الاشخاص من عائلة السيدة لميس أبو نحلة اثناء الاحتفال. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5647frh/manifest
ark:/13030/m5s54j1t,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0057,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,رجلان من عائلة السيدة لميس أبو نحلة,A Photograph of Two Men from Lamis abu Nahleh's Family,A black-and-white photograph of two men from Lamis abu Nahleh's family. |~|(صورة غير ملونة، يظهر فيها رجلين امام سيارة تكسي العسعس . وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1712.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/76683_ca_object_representations_media_164409_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/80969_ca_object_representations_media_164409_original.jpg,https://palarchive.org/index.php/Detail/objects/184461/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:59,A black-and-white photograph of two men from Lamis abu Nahleh's family.,(صورة غير ملونة، يظهر فيها رجلين امام سيارة تكسي العسعس . وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5s54j1t/manifest
ark:/13030/m52c6q16,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0058,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,طفلان من عائلة السيدة لميس أبو نحلة,A Photograph of Two Children from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this colour photograph shows two children from her family. |~|(صورة ملونة، يظهر فيها طفلين من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,color photographs,ara,still image,,,,,,,image/jpeg,1280.0,1580.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/66042_ca_object_representations_media_164410_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/11799_ca_object_representations_media_164410_original.jpg,https://palarchive.org/index.php/Detail/objects/184462/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:59,"Found in the Lamis abu Nahleh Collection, this colour photograph shows two children from her family.",(صورة ملونة، يظهر فيها طفلين من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52c6q16/manifest
ark:/13030/m5sv5ft5,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0059,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,عائلة السيدة لميس أبو نحلة,A Photograph of Women from Lamis abu Nahleh's Family,A black-and-white photograph of women from Lamis abu Nahleh's family.|~|(صورة غير ملونة، تظهر فيها نساء من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,941.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/44982_ca_object_representations_media_164412_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/98493_ca_object_representations_media_164412_original.jpg,https://palarchive.org/index.php/Detail/objects/184463/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:48,10 March 2021 at 15:46:59,A black-and-white photograph of women from Lamis abu Nahleh's family.,(صورة غير ملونة، تظهر فيها نساء من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sv5ft5/manifest
ark:/13030/m5nd3s6r,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0060,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,مجموعة أطفال من عائلة السيدة لميس أبو نحلة,A Photograph of Children from Lamis abu Nahleh's Family,A colour photograph of children from Lamis abu Nahleh's family. |~|(صورة ملونة، يظهر فيها مجموعة أطفال من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,,color photographs,ara,still image,,,,,,,image/jpeg,1280.0,1676.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/98476_ca_object_representations_media_164413_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/85525_ca_object_representations_media_164413_original.jpg,https://palarchive.org/index.php/Detail/objects/184464/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:49,10 March 2021 at 15:47,A colour photograph of children from Lamis abu Nahleh's family.,(صورة ملونة، يظهر فيها مجموعة أطفال من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5nd3s6r/manifest
ark:/13030/m5k7293w,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0061,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,مجموعة نساء من عائلة السيدة لميس أبو نحلة,A Photograph of Women from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this colour photograph shows women from her family. |~|(صورة ملونة، تظهر فيها مجموعة من النساء من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,color photographs,ara,still image,,,,,,,image/jpeg,1280.0,1607.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/68882_ca_object_representations_media_164414_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/96737_ca_object_representations_media_164414_original.jpg,https://palarchive.org/index.php/Detail/objects/184465/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:49,10 March 2021 at 15:47,"Found in the Lamis abu Nahleh Collection, this colour photograph shows women from her family.",(صورة ملونة، تظهر فيها مجموعة من النساء من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5k7293w/manifest
ark:/13030/m5hn31gd,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0062,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,طفل من عائلة السيدة لميس أبو نحلة,A Photograph of a Child from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this colour photograph shows a child from her family. |~|(صورة ملونة، يظهر فيها طفل من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,color photographs,ara,still image,,,,,,,image/jpeg,1280.0,1032.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/15885_ca_object_representations_media_164416_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/87320_ca_object_representations_media_164416_original.jpg,https://palarchive.org/index.php/Detail/objects/184466/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:49,10 March 2021 at 15:47,"Found in the Lamis abu Nahleh Collection, this colour photograph shows a child from her family.",(صورة ملونة، يظهر فيها طفل من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hn31gd/manifest
ark:/13030/m5fg1jc5,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0063,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,اطفال من عائلة السيدة لميس أبو نحلة,A Photograph of Two Children from Lamis abu Nahleh's Family,"Found in the Lamis abu Nahleh Collection, this colour photograph shows two children from her family. |~|(صورة ملونة، يظهر فيها طفلين من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة",,color photographs,ara,still image,,,,,,,image/jpeg,1280.0,1748.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/75125_ca_object_representations_media_164418_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/5395_ca_object_representations_media_164418_original.jpg,https://palarchive.org/index.php/Detail/objects/184467/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:49,10 March 2021 at 15:47,"Found in the Lamis abu Nahleh Collection, this colour photograph shows two children from her family.",(صورة ملونة، يظهر فيها طفلين من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fg1jc5/manifest
ark:/13030/m5550dmp,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0064,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,نساء من عائلة السيدة لميس أبو نحلة,A Photograph of Women from Lamis abu Nahleh's Family,A black-and-white photograph of women from Lamis abu Nahleh's family.|~|(صورة غير ملونة، تظهر فيها نساء من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,954.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/75668_ca_object_representations_media_164419_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/75338_ca_object_representations_media_164419_original.jpg,https://palarchive.org/index.php/Detail/objects/184468/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:49,10 March 2021 at 15:47:01,A black-and-white photograph of women from Lamis abu Nahleh's family.,(صورة غير ملونة، تظهر فيها نساء من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5550dmp/manifest
ark:/13030/m5cw28rp,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0065,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,اطفال من عائلة لميس أبو نحلة,A Photograph of Children from Lamis abu Nahleh's Family,A black-and-white photograph of children from Lamis abu Nahleh's family. |~|(صورة غير ملونة، يظهر فيها أطفال من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,924.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/89572_ca_object_representations_media_164420_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/97164_ca_object_representations_media_164420_original.jpg,https://palarchive.org/index.php/Detail/objects/184469/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:49,10 March 2021 at 15:47:01,A black-and-white photograph of children from Lamis abu Nahleh's family.,(صورة غير ملونة، يظهر فيها أطفال من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5cw28rp/manifest
ark:/13030/m59q0snf,ark:/21198/z1ms9cf6,,Work,262.0,0262.01.0066,The Lamis abu Nahleh Collection,Lamis abu Nahleh Sub-collection 1: Photographs,اطفال من عائلة السيدة لميس أبو نحلة,A Photograph of Children from Lamis abu Nahleh's Family,A black-and-white photograph of children from Lamis abu Nahleh's family. |~|(صورة غير ملونة، يظهر فيها أطفال من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,,black-and-white photographs,ara,still image,,,,,,,image/jpeg,1280.0,1719.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/15828_ca_object_representations_media_164421_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/6/4/4/28320_ca_object_representations_media_164421_original.jpg,https://palarchive.org/index.php/Detail/objects/184470/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,medium; 225,No,The Lamis abu Nahleh Collection | Lamis abu Nahleh Sub-collection 1: Photographs,30 September 2019 at 13:36:49,10 March 2021 at 15:47:01,A black-and-white photograph of children from Lamis abu Nahleh's family.,(صورة غير ملونة، يظهر فيها أطفال من عائلة السيدة لميس أبو نحلة. وجدت في مجموعة لميس أبو نحلة (لا تتوفر عنهم أي معلومة,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59q0snf/manifest
