Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/21198/z15r0fnx,,,Collection,,,,,,The Mohammed abu Ra'id Collection,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz15r0fnx
ark:/13030/m5jn02hf,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0011,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل فلسطيني في المانيا,A Palestinian Man in Germany; A Palestinian Man in Germany,A photograph of Muhammad Musa abu-Raʿd in his residence in Germany.|~|لقطة لمحمد موسى ابو رعد في سكنه في المانيا,,,,still image,1966,1966,رجل، ربطة عنق، بدلة، باب، تدفئة مركزية,,,,image/jpeg,1280.0,891.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/67234_ca_object_representations_media_144962_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/2368_ca_object_representations_media_144962_original.jpg,https://palarchive.org/index.php/Detail/objects/183670/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:02,A photograph of Muhammad Musa abu-Raʿd in his residence in Germany.,لقطة لمحمد موسى ابو رعد في سكنه في المانيا,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jn02hf/manifest
ark:/13030/m54f9gnt,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0012,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجلان في حديقة المانية,Two Men in a Park in Germany; Two Men in a Park in Germany,"Muhammad Musa abu-Raʿd on the left, with his German friend, mowing the yard of a German hospital|~|محمد موسى ابو رعد من جهة االيسار مع زميله الالماني يقومان بقص العشب في حديقة مشفى الماني",,,,still image,1965,1965,رجلان، شجر، الة قص عشب، بدلةـ، ربطة عنق,,,,image/jpeg,1280.0,1585.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/32605_ca_object_representations_media_144963_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/62280_ca_object_representations_media_144963_original.jpg,https://palarchive.org/index.php/Detail/objects/183671/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:03,"Muhammad Musa abu-Raʿd on the left, with his German friend, mowing the yard of a German hospital",محمد موسى ابو رعد من جهة االيسار مع زميله الالماني يقومان بقص العشب في حديقة مشفى الماني,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm54f9gnt/manifest
ark:/13030/m58707c3,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0013,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل في الحديقة,A Man in the Park; A Man in the Park,Muhammad Musa abu-Raʿd in a park in Germany|~|محمد موسى ابو رعد في حديقة المانيا,,,,still image,,,رجل، اشارة، شجرة، شارع، بدلة، ربطة عنق، مقعد، حديقة,,,,image/jpeg,1280.0,916.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/86849_ca_object_representations_media_144965_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/84918_ca_object_representations_media_144965_original.jpg,https://palarchive.org/index.php/Detail/objects/183672/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:03,Muhammad Musa abu-Raʿd in a park in Germany,محمد موسى ابو رعد في حديقة المانيا,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58707c3/manifest
ark:/13030/m5dv99tm,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0014,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,لقطة في شارع الماني,A Snapshot in the Streets of Germany; A Snapshot in the Streets of Germany,"A snapshot of a street in Germany, where a German woman is standing, behind her on the right is a Palestinian man named:ʾesmaʿil Matareyya.|~|لقطة لشارع الماني تظهر فيه سيدة المانية وخلفها من جهة اليمين رجل فلسطيني يدعى اسماعيل مطرية",,,,still image,,,شارع، سيارة، سيدة، امرأة، اشارة، لافتة، رجال، مبنى,,,,image/jpeg,1280.0,1757.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/77913_ca_object_representations_media_144966_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/93214_ca_object_representations_media_144966_original.jpg,https://palarchive.org/index.php/Detail/objects/183673/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:03,"A snapshot of a street in Germany, where a German woman is standing, behind her on the right is a Palestinian man named:ʾesmaʿil Matareyya.",لقطة لشارع الماني تظهر فيه سيدة المانية وخلفها من جهة اليمين رجل فلسطيني يدعى اسماعيل مطرية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5dv99tm/manifest
ark:/13030/m59678gg,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0015,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل يقف على مدرج,A Man Standing in a Stadium ; A Man Standing in a Stadium,Muhammad Musa abu-Raʿd standing in the stadium of Augustus Temple near Sebastia.|~|محمد موسى ابو رعد يقف على مدرج معبد اغسطس قرب سبسطية,,,,still image,1967,1967,مدرج، رجل,,,,image/jpeg,1280.0,1754.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/37041_ca_object_representations_media_144967_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/72372_ca_object_representations_media_144967_original.jpg,https://palarchive.org/index.php/Detail/objects/183674/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:34,10 March 2021 at 15:26:03,Muhammad Musa abu-Raʿd standing in the stadium of Augustus Temple near Sebastia.,محمد موسى ابو رعد يقف على مدرج معبد اغسطس قرب سبسطية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59678gg/manifest
ark:/13030/m5vx87dr,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0016,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل من سبسطية مع سُياح,A Man from Sebastia with Tourists ; A Man from Sebastia with Tourists,Muhammad Musa abu-Raʿd wearing a special uniform during a celebration with some tourists visiting Sebastia.|~|محمد موسى ابو رعد يرتدي مريول اثناء احتفال مع مجموعة من السياح في زيارة لهم في سبسطية,,,,still image,1968,1968,رجال، مريول، اشارة، لافتة، حائط,,,,image/jpeg,1280.0,1313.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/77953_ca_object_representations_media_144968_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/34691_ca_object_representations_media_144968_original.jpg,https://palarchive.org/index.php/Detail/objects/183675/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:04,Muhammad Musa abu-Raʿd wearing a special uniform during a celebration with some tourists visiting Sebastia.,محمد موسى ابو رعد يرتدي مريول اثناء احتفال مع مجموعة من السياح في زيارة لهم في سبسطية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5vx87dr/manifest
ark:/13030/m5nd3s2z,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0017,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجال ونساء يحتلفون في المانيا,"Men and Women Celebrating, Germany; Men and Women Celebrating, Germany","A photograph of Muhammad Musa abu-Raʿd, the third from the right, with men and women celebrating New Years Eve in Germany.|~|لقطة تجمع محمد موسى ابو رعد الثالث من جهة اليمين مع رجال ونساء في حفلة رأس السنة الميلادية في المانيا",,,,still image,1964,1964,رجل، امرأة، حفل، تنكر، اقنعة، قبعة، ازياء، زينة، مجوهرات، كرسي، طاولة، زجاجة، انارة,,,,image/jpeg,1280.0,1700.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/44291_ca_object_representations_media_144970_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/30605_ca_object_representations_media_144970_original.jpg,https://palarchive.org/index.php/Detail/objects/183676/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:04,"A photograph of Muhammad Musa abu-Raʿd, the third from the right, with men and women celebrating New Years Eve in Germany.",لقطة تجمع محمد موسى ابو رعد الثالث من جهة اليمين مع رجال ونساء في حفلة رأس السنة الميلادية في المانيا,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5nd3s2z/manifest
ark:/13030/m5gr4pm5,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0018,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجلان قرب حظيرة في المانيا,"Two Men Near to a Yard, Germany; Two Men Near to a Yard, Germany","A photograph of Muhammad Musa abu-Raʿd on the right to a German man, standing in a yard in Germany.|~|لقطة تجمع رجل الماني من اليمين مع محمد موسى ابو رعد جهة اليمين قرب حظيرة في احدى المدن الالمانية",,,,still image,1965,1965,رجلان، شمسية، حظيرة، شجر، كوخ، قرون,,,,image/jpeg,1280.0,1273.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/9843_ca_object_representations_media_144971_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/43754_ca_object_representations_media_144971_original.jpg,https://palarchive.org/index.php/Detail/objects/183677/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:04,"A photograph of Muhammad Musa abu-Raʿd on the right to a German man, standing in a yard in Germany.",لقطة تجمع رجل الماني من اليمين مع محمد موسى ابو رعد جهة اليمين قرب حظيرة في احدى المدن الالمانية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gr4pm5/manifest
ark:/13030/m5d0103t,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0019,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل بجانب اثار سبسطية,A Man Next to Monuments in Sebastia; A Man Next to Monuments in Sebastia,Muhammad Musa abu-Raʿd next to monuments in Sebastia.|~|محمد موسى ابو رعد قرب اثار في سبسطية,,,,still image,1960s,1960/1969,رجل، اثار، شجر,,,,image/jpeg,1280.0,1712.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/93319_ca_object_representations_media_144972_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/3827_ca_object_representations_media_144972_original.jpg,https://palarchive.org/index.php/Detail/objects/183678/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:05,Muhammad Musa abu-Raʿd next to monuments in Sebastia.,محمد موسى ابو رعد قرب اثار في سبسطية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5d0103t/manifest
ark:/13030/m5hn31c2,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0020,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجال من سبسطية,Men from Sebastia,"Muhammad Musa abu-Raʿd sitting among a group of men of Sebastia, near an area of monuments.; Muhammad Musa abu-Raʿd sitting among a group of men of Sebastia, near an area of monuments.|~|عدد من رجال بلدة سبسطية قرب منطقة الاثار يتوسطهم جالساً محمد موسى ابو رعد",,,,still image,1960s,1960/1969,رجال، بدلة، ربطة عنق، شجر، حجارة,,,,image/jpeg,1280.0,1772.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/40874_ca_object_representations_media_144974_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/28311_ca_object_representations_media_144974_original.jpg,https://palarchive.org/index.php/Detail/objects/183679/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:05,"Muhammad Musa abu-Raʿd sitting among a group of men of Sebastia, near an area of monuments.; Muhammad Musa abu-Raʿd sitting among a group of men of Sebastia, near an area of monuments.",عدد من رجال بلدة سبسطية قرب منطقة الاثار يتوسطهم جالساً محمد موسى ابو رعد,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hn31c2/manifest
ark:/13030/m5c03xzn,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0021,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجال في منطقة اثرية,Men in an Archaeological Site,"A photograph of men gathering in Sebastia. At the bottom is Muhammad Musa abu-Raʿd standing in al-Deir area, Sebastia.|~|لقطة تجمع عدد من الرجال في سبسطية في اسفلها واقفاً محمد موسى ابو رعد في منطقة الدير في سبسطية",,,,still image,,,اثار، رجال، ربطة عنق، بدلة، رجل,,,,image/jpeg,1280.0,928.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/11263_ca_object_representations_media_144975_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/52843_ca_object_representations_media_144975_original.jpg,https://palarchive.org/index.php/Detail/objects/183680/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:05,"A photograph of men gathering in Sebastia. At the bottom is Muhammad Musa abu-Raʿd standing in al-Deir area, Sebastia.",لقطة تجمع عدد من الرجال في سبسطية في اسفلها واقفاً محمد موسى ابو رعد في منطقة الدير في سبسطية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5c03xzn/manifest
ark:/13030/m53g2fjf,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0022,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجال ونساء في احتفال في المانيا,Men and Women Celebrating in Germany,"Muhammad Musa abu-Raʿd on the right, with a lady and a German man, celebrating New Years Eve.|~|محمد موسى ابو رعد من اليمين مع سيدة ورجل الماني في احتفال بمناسبة رأس السنة الميلادية",,,,still image,1964,1964,احتفال، تنكر، زينة، رجل، امرأة، انارة، قبعة، فستان,,,,image/jpeg,1280.0,969.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/45876_ca_object_representations_media_144976_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/41703_ca_object_representations_media_144976_original.jpg,https://palarchive.org/index.php/Detail/objects/183681/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:05,"Muhammad Musa abu-Raʿd on the right, with a lady and a German man, celebrating New Years Eve.",محمد موسى ابو رعد من اليمين مع سيدة ورجل الماني في احتفال بمناسبة رأس السنة الميلادية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm53g2fjf/manifest
ark:/13030/m50p8qzj,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0023,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,لقطة تجمع عدد من الرجال في المانيا,A Photograph of a Group of Men in Germany,"A photograph of Muhammad Musa abu-Raʿd, the third from the right, along with a couple of German men in a hospital in Germany.|~|لقطة تجمع محمد موسى ابو رعد الثالث من جهة اليمين مع عدد من الرجال الالمان في مشفى الماني",,,,still image,1965,1965,رجال، زجاجة، طاولة، عصا، كأس، سرير، بدلة، ربطة عنق، ساعة,,,,image/jpeg,1280.0,1708.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/27148_ca_object_representations_media_144977_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/79607_ca_object_representations_media_144977_original.jpg,https://palarchive.org/index.php/Detail/objects/183682/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:06,"A photograph of Muhammad Musa abu-Raʿd, the third from the right, along with a couple of German men in a hospital in Germany.",لقطة تجمع محمد موسى ابو رعد الثالث من جهة اليمين مع عدد من الرجال الالمان في مشفى الماني,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm50p8qzj/manifest
ark:/13030/m5r57gpb,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0024,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجلان في سبسطية,Two Men in Sebastia,"Taken in 1961, this photograph shows Mohammad ʿabdel-ʿaziz with Mohammad Musa abu Raʿd in Sebastia.|~|لقطة ل محمد عبد العزيز من الاعلى مع محمد موسى ابو رعد في اسفل اللقطة قرب اثار في سبسطية",,,,still image,1961,1961,رجلان، صخرة,,,,image/jpeg,1280.0,887.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/47422_ca_object_representations_media_144978_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/27037_ca_object_representations_media_144978_original.jpg,https://palarchive.org/index.php/Detail/objects/183683/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:06,"Taken in 1961, this photograph shows Mohammad ʿabdel-ʿaziz with Mohammad Musa abu Raʿd in Sebastia.",لقطة ل محمد عبد العزيز من الاعلى مع محمد موسى ابو رعد في اسفل اللقطة قرب اثار في سبسطية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5r57gpb/manifest
ark:/13030/m5q60fkz,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0025,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجال ونساء اثناء احتفال,Men and Women at a Party,A photograph of men and women partying in Germany.|~|لقطة اُتخذت لرجال ونساء اثناء حفل في المانيا,,,,still image,,,احتفال، شجر ميلاد، زينة، طاولة، نساء، طعام، شراب، نظارة، ربطة عنق، بدلة ، انارة، مصباح,,,,image/jpeg,1280.0,1699.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/4604_ca_object_representations_media_144980_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/13714_ca_object_representations_media_144980_original.jpg,https://palarchive.org/index.php/Detail/objects/183684/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:35,10 March 2021 at 15:26:06,A photograph of men and women partying in Germany.,لقطة اُتخذت لرجال ونساء اثناء حفل في المانيا,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5q60fkz/manifest
ark:/13030/m5md6qwq,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0026,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل قرب تمثال,A Man Next to a Monument,"Muhammad Musa abu-Raʿd next to a monument in the heart of Hanover, Germany.|~|محمد موسى ابو رعد قرب تمثال في وسط هانوفر الالمانية",,,,still image,,,تمثال، رجل، بدلة ، ربطة عنق، مياه، شجر، بركة، مقعد,,,,image/jpeg,1280.0,1760.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/68963_ca_object_representations_media_144981_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/87297_ca_object_representations_media_144981_original.jpg,https://palarchive.org/index.php/Detail/objects/183685/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:36,10 March 2021 at 15:26:06,"Muhammad Musa abu-Raʿd next to a monument in the heart of Hanover, Germany.",محمد موسى ابو رعد قرب تمثال في وسط هانوفر الالمانية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5md6qwq/manifest
ark:/13030/m5kh8d7z,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0027,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجال من سبسطية,Men in Sebastia,A photograph of a group of men at the wedding of Muhammad Musa abu-Raʿd.|~|لقطة تجمع عدد من الرجال في حفل زفاف محمد موسى ابو رعد,,,,still image,1965,1965,رجال، سجائر، بدلة، ربطة عنق، باب، جرة,,,,image/jpeg,1280.0,1702.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/99965_ca_object_representations_media_144982_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/54016_ca_object_representations_media_144982_original.jpg,https://palarchive.org/index.php/Detail/objects/183686/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:36,10 March 2021 at 15:26:07,A photograph of a group of men at the wedding of Muhammad Musa abu-Raʿd.,لقطة تجمع عدد من الرجال في حفل زفاف محمد موسى ابو رعد,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5kh8d7z/manifest
ark:/13030/m5b06wvq,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0028,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل في منطقة اثرية,A Man at an Archaeological Site,Muhammad Musa abu-Raʿd standing amongst archaeological pillars.|~|محمد موسى ابو رعد يتوسط اعمدة اثرية في سبسطية,,,,still image,1960s,1960/1969,اعمدة، اثار، رجل، حجارة، شجر,,,,image/jpeg,1280.0,1736.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/42763_ca_object_representations_media_144984_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/87803_ca_object_representations_media_144984_original.jpg,https://palarchive.org/index.php/Detail/objects/183687/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:36,10 March 2021 at 15:26:07,Muhammad Musa abu-Raʿd standing amongst archaeological pillars.,محمد موسى ابو رعد يتوسط اعمدة اثرية في سبسطية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5b06wvq/manifest
ark:/13030/m577367q,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0029,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجل قرب تمثال,A Man Next to a Monument,"Muhammad Musa abu-Raʿd standing next to a monument in Hanover, Germany.|~|محمد موسى ابو رعد قرب تمثال في وسط هانوفر الالمانية",,,,still image,1960s,1960/1969,تمثال، رجل، بدلة ، ربطة عنق، مياه، شجر، بركة، مقعد,,,,image/jpeg,1280.0,1772.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/30434_ca_object_representations_media_144985_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/67774_ca_object_representations_media_144985_original.jpg,https://palarchive.org/index.php/Detail/objects/183688/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:36,10 March 2021 at 15:26:07,"Muhammad Musa abu-Raʿd standing next to a monument in Hanover, Germany.",محمد موسى ابو رعد قرب تمثال في وسط هانوفر الالمانية,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm577367q/manifest
ark:/13030/m5676557,ark:/21198/z15r0fnx,,Work,248.0,0248.01.0030,The Mohammed abu Ra'id Collection,Mohammed abu Ra'id Sub-collection 1: Photographs,رجلان فلسطينيان في المانيا,Two Palestinians in Germany,"Two Palestinian men, from right to left: Muhammad Musa abu-Raʿd, during a celebration in Germany.|~|رجلان فلسطينيان وهم من اليمين: محمد موسى ابو رعد، رجل فلسطيني اثناء احتفال في المانيا",,,,still image,,,رجل، ربطة عنق، بدلة، زجاجة، زهور,,,,image/jpeg,1280.0,1732.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/43046_ca_object_representations_media_144986_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/4/9/49561_ca_object_representations_media_144986_original.jpg,https://palarchive.org/index.php/Detail/objects/183689/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Mohammed abu Ra'id Collection | Mohammed abu Ra'id Sub-collection 1: Photographs,30 September 2019 at 13:35:36,10 March 2021 at 15:26:07,"Two Palestinian men, from right to left: Muhammad Musa abu-Raʿd, during a celebration in Germany.",رجلان فلسطينيان وهم من اليمين: محمد موسى ابو رعد، رجل فلسطيني اثناء احتفال في المانيا,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5676557/manifest
