Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/21198/z16q7gvn,,,Collection,,,,,,The Daniel Hughes Collection,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz16q7gvn
ark:/13030/m5h786kk,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0027,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,رجلان في بلدة بيت ساحور,"Two Men in the Town of Beit Sahour, 1989",A black-and-white photograph of two men setting in a coffee shop in the town of  Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها رجلين يحتسيان قهوة في المقهى بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1693.0,2560.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/10902_ca_object_representations_media_143220_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/6246_ca_object_representations_media_143220_original.jpg,https://palarchive.org/index.php/Detail/objects/182801/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,good; 224,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:11,10 March 2021 at 15:22:18,A black-and-white photograph of two men setting in a coffee shop in the town of  Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.,صورة غير ملونة، يظهر فيها رجلين يحتسيان قهوة في المقهى بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5h786kk/manifest
ark:/13030/m56q9p1m,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0028,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,بيوت مهجورة في بلدة بيت ساحور,"Abandoned Houses in the City of Beit Sahour, 1989","A black-and-white photograph, featuring people and abandoned houses with walls reflecting the word ""Fateh"" in the middle of the mountains of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها اشخاص وبيوت مهجورة مكتوب على جدار البيت فتح وسط جبال بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1693.0,2544.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/24906_ca_object_representations_media_143221_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/89147_ca_object_representations_media_143221_original.jpg,https://palarchive.org/index.php/Detail/objects/182802/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,good; 224,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:11,10 March 2021 at 15:22:18,"A black-and-white photograph, featuring people and abandoned houses with walls reflecting the word ""Fateh"" in the middle of the mountains of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة، يظهر فيها اشخاص وبيوت مهجورة مكتوب على جدار البيت فتح وسط جبال بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56q9p1m/manifest
ark:/13030/m5ps5ms5,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0029,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,صورة شخصية لرجل من بلدة بيت ساحور,"A Portrait of a Man from Beit Sahour, 1989","A black-and-white photograph, featuring a portrait of a man from the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة شخصية غير ملونة، يظهر فيها رجل جالس من بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1695.0,2553.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/3692_ca_object_representations_media_143222_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/47941_ca_object_representations_media_143222_original.jpg,https://palarchive.org/index.php/Detail/objects/182803/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:11,10 March 2021 at 15:22:18,"A black-and-white photograph, featuring a portrait of a man from the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.",صورة شخصية غير ملونة، يظهر فيها رجل جالس من بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5ps5ms5/manifest
ark:/13030/m5f844c8,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0030,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,بيوت مهجورة في بلدة بيت ساحور,"Abandoned Houses in the City of Beit Sahour, 1989","A black-and-white photograph, featuring a man walking around abandoned houses in the middle of the mountains of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها رجل يمشي بجانب بيوت مهجورة وسط جبال بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1691.0,2390.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/53980_ca_object_representations_media_143223_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/88906_ca_object_representations_media_143223_original.jpg,https://palarchive.org/index.php/Detail/objects/182804/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:18,"A black-and-white photograph, featuring a man walking around abandoned houses in the middle of the mountains of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة، يظهر فيها رجل يمشي بجانب بيوت مهجورة وسط جبال بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5f844c8/manifest
ark:/13030/m5dg4gzs,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0031,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,مجموعة اشخاص في بلدة بيت ساحور,"A Group of People in the Town of Beit Sahour, 1989","A black-and-white photograph, featuring a group of people walking around the street of Beit Sahour in front of Abu Arab Stores in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها مجموعة اشخاص في شارع بلدة بيت ساحور امام محلات ابو عرب عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1693.0,2455.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/21657_ca_object_representations_media_143224_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/86197_ca_object_representations_media_143224_original.jpg,https://palarchive.org/index.php/Detail/objects/182805/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:19,"A black-and-white photograph, featuring a group of people walking around the street of Beit Sahour in front of Abu Arab Stores in 1989. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة، يظهر فيها مجموعة اشخاص في شارع بلدة بيت ساحور امام محلات ابو عرب عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5dg4gzs/manifest
ark:/13030/m51627t5,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0032,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,بيوت مهدومة في بلدة بيت ساحور,"Demolished Houses in the City of Beit Sahour, 1989","صورة غير ملونة، يظهر فيها بيوت مهدومة وسط جبال بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال|~|A black-and-white photograph, featuring demolished houses in the middle of the mountains of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1693.0,2553.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/13718_ca_object_representations_media_143225_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/69328_ca_object_representations_media_143225_original.jpg,https://palarchive.org/index.php/Detail/objects/182806/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:19,صورة غير ملونة، يظهر فيها بيوت مهدومة وسط جبال بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,"A black-and-white photograph, featuring demolished houses in the middle of the mountains of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.",black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm51627t5/manifest
ark:/13030/m5mx0811,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0033,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,إمرأه مسنه وطفلة من بيت ساحور,"An Old Woman and a Female Child in the Town of Beit Sahour, 1989","A black-and-white photograph, featuring an old woman and a female child from the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، تظهر فيها امرأة مسنة وطفلة من بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1715.0,2573.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/49093_ca_object_representations_media_143226_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/30536_ca_object_representations_media_143226_original.jpg,https://palarchive.org/index.php/Detail/objects/182807/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:19,"A black-and-white photograph, featuring an old woman and a female child from the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة، تظهر فيها امرأة مسنة وطفلة من بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5mx0811/manifest
ark:/13030/m5wf1rcb,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0034,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,بيوت في بيت ساحور,"Houses in the Town of Beit Sahour, 1989",A black-and-white photograph featuring the rooftops of houses and cars in the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.   |~|صورة غير ملونة، يظهر فيها اسطح بيوت وسيارات في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1676.0,2553.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/63237_ca_object_representations_media_143227_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/46874_ca_object_representations_media_143227_original.jpg,https://palarchive.org/index.php/Detail/objects/182808/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:19,A black-and-white photograph featuring the rooftops of houses and cars in the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.,صورة غير ملونة، يظهر فيها اسطح بيوت وسيارات في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wf1rcb/manifest
ark:/13030/m5sj9bdz,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0035,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,مجموعة نساء وطفل في بلدة بيت ساحور,"A Group of Women and a Child in the Town of Beit Sahour, 1989","A black-and-white photograph, featuring a group of women and a child in the town of Beit Sahour. This photograph was found among the archive of the Journalist Danial H.  |~|صورة غير ملونة، تظهر فيها مجموعة نساء وطفل في بلدة بيت ساحور. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1709.0,2493.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/61929_ca_object_representations_media_143228_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/18094_ca_object_representations_media_143228_original.jpg,https://palarchive.org/index.php/Detail/objects/182809/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:20,"A black-and-white photograph, featuring a group of women and a child in the town of Beit Sahour. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة، تظهر فيها مجموعة نساء وطفل في بلدة بيت ساحور. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sj9bdz/manifest
ark:/13030/m5cg7fxr,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0036,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,صورة شخصية لامرأه مسنة,"A Portrait of an Old Woman in Beit Sahour, 1989",A black-and-white photograph featuring a portrait of an old woman from the city of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة شخصية غير ملونة، تظهر فيها امرأه مسنة من بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1711.0,2567.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/71326_ca_object_representations_media_143229_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/91147_ca_object_representations_media_143229_original.jpg,https://palarchive.org/index.php/Detail/objects/182810/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:20,A black-and-white photograph featuring a portrait of an old woman from the city of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.,صورة شخصية غير ملونة، تظهر فيها امرأه مسنة من بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5cg7fxr/manifest
ark:/13030/m53z5zgq,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0037,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,عيادة دكتور أطفال في بلدة بيت ساحور,"A pediatrician's Clinic in the Town of Beit Sahour, 1989",A black-and-white photograph featuring the clinic of a  Pediatrician in the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها عيادة دكتور أطفال في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,,black-and-white photographs,,still image,,,,"[31.697836,35.22853]",,,image/jpeg,1715.0,2502.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/26683_ca_object_representations_media_143230_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/92385_ca_object_representations_media_143230_original.jpg,https://palarchive.org/index.php/Detail/objects/182811/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:20,A black-and-white photograph featuring the clinic of a  Pediatrician in the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.,صورة غير ملونة، يظهر فيها عيادة دكتور أطفال في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm53z5zgq/manifest
ark:/13030/m5vf4q7z,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0038,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,دبابة اسرائيلية في بيت ساحور عام 1989,"An Israeli Military Tank in the Town of Beit Sahour, 1989","A black-and-white photograph, featuring two people standing in front of an Israeli Military Tanck. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها اشخاص امام دبابة اسرائيلية في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1692.0,2544.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/92801_ca_object_representations_media_143231_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/25207_ca_object_representations_media_143231_original.jpg,https://palarchive.org/index.php/Detail/objects/182812/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:20,"A black-and-white photograph, featuring two people standing in front of an Israeli Military Tanck. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة، يظهر فيها اشخاص امام دبابة اسرائيلية في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5vf4q7z/manifest
ark:/13030/m50656rp,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0039,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,دبابة اسرائيلية في احد شوارع القدس، 1989,"An Israeli Military Tank in One of Jerusalem's Streets, 1989","A black-and-white photograph, featuring an Israeli Military Tanck in one of Jerusalem's streets. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها دبابة عسكرية في احدى شوارع مدينة القدس عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.768319,35.21371]",,,image/jpeg,1691.0,2502.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/49550_ca_object_representations_media_143232_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/22102_ca_object_representations_media_143232_original.jpg,https://palarchive.org/index.php/Detail/objects/182813/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,good; 224,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:21,"A black-and-white photograph, featuring an Israeli Military Tanck in one of Jerusalem's streets. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة، يظهر فيها دبابة عسكرية في احدى شوارع مدينة القدس عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm50656rp/manifest
ark:/13030/m5d8737w,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0040,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,مجموعة أشخاص في بلدة بيت ساحور,"A Group of People in the Town of Beit Sahour, 1989",A black-and-white photograph featuring a group of people in one of the streets of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها مجموعة أشخاص في شارع بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1707.0,2555.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/539_ca_object_representations_media_143233_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/72318_ca_object_representations_media_143233_original.jpg,https://palarchive.org/index.php/Detail/objects/182814/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:12,10 March 2021 at 15:22:21,A black-and-white photograph featuring a group of people in one of the streets of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.,صورة غير ملونة، يظهر فيها مجموعة أشخاص في شارع بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5d8737w/manifest
ark:/13030/m5g815g6,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0041,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,مجموعة اشخاص في بلدة بيت ساحور,"A Group of People in the Town of Beit Sahour, 1989",A black-and-white photograph featuring a group of people in one of the streets in front of a store in Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H. |~|صورة غير ملونة، يظهر فيها مجموعة من الاشخاص في شارع امام محل تجاري في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي  دانيال,,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1696.0,2546.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/78822_ca_object_representations_media_143234_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/98260_ca_object_representations_media_143234_original.jpg,https://palarchive.org/index.php/Detail/objects/182815/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:13,10 March 2021 at 15:22:21,A black-and-white photograph featuring a group of people in one of the streets in front of a store in Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.,صورة غير ملونة، يظهر فيها مجموعة من الاشخاص في شارع امام محل تجاري في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي  دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5g815g6/manifest
ark:/13030/m5bh0dsx,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0042,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,بلدة بيت ساحور,"The Municipality of Beit Sahour, 1989","A black-and-white photograph, featuring a general view of a street and a car in the town of Beit Sahour. This photograph was found among the archive of the Journalist Danial H.  |~|صورة غير ملونة يظهر فيها منظر عام لشارع وسياره في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,1693.0,2554.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/18392_ca_object_representations_media_143235_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/56265_ca_object_representations_media_143235_original.jpg,https://palarchive.org/index.php/Detail/objects/182816/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:13,10 March 2021 at 15:22:21,"A black-and-white photograph, featuring a general view of a street and a car in the town of Beit Sahour. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة يظهر فيها منظر عام لشارع وسياره في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bh0dsx/manifest
ark:/13030/m52z8x9w,ark:/21198/z16q7gvn,,Work,239.0,0239.01.0043,The Daniel Hughes Collection,Daniel Hughes Sub-collection 1: Photographs,امرأه وطفل في بلدة بيت ساحور,"A Woman and an Infant in the Town of Beit Sahour, 1989","A black-and-white photograph, featuring a woman and an infant in the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.  |~|صورة غير ملونة، تظهر فيها امرأه وطفل في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال",,black-and-white photographs,,still image,1989; Date created,1989.0,,"[31.697836,35.22853]",,,image/jpeg,2552.0,1715.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/99613_ca_object_representations_media_143236_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/3/2/1082_ca_object_representations_media_143236_original.jpg,https://palarchive.org/index.php/Detail/objects/182817/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,,,,The Daniel Hughes Collection | Daniel Hughes Sub-collection 1: Photographs,30 September 2019 at 13:34:13,10 March 2021 at 15:22:22,"A black-and-white photograph, featuring a woman and an infant in the town of Beit Sahour in 1989. This photograph was found among the archive of the Journalist Danial H.",صورة غير ملونة، تظهر فيها امرأه وطفل في بلدة بيت ساحور عام 1989. وجدت في مجموعة الصحفي دانيال,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52z8x9w/manifest
